,coords_str,lat,lon,distance_to_center,p,q,r,dl_done,asian,european,fast,night_life,other,sweet,all
205,26_-24_-2,48.84542024254139,2.3858931024498227,4340,26,-24,-2,1.0,4.0,3.0,7.0,1.0,1.0,0.0,17.0
206,25_-24_-1,48.84490752629328,2.3845433677402137,4246,25,-24,-1,1.0,3.0,3.0,6.0,1.0,2.0,0.0,16.0
207,24_-24_0,48.84439481004516,2.3831936330306056,4156,24,-24,0,1.0,4.0,1.0,4.0,2.0,1.0,0.0,13.0
208,23_-24_1,48.843882093797035,2.381843898320997,4073,23,-24,1,1.0,2.0,3.0,3.0,2.0,1.0,0.0,12.0
209,22_-24_2,48.84336937754893,2.3804941636113885,3994,22,-24,2,1.0,0.0,2.0,1.0,1.0,1.0,0.0,6.0
210,21_-24_3,48.84285666130079,2.37914442890178,3923,21,-24,3,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0
211,20_-24_4,48.84234394505268,2.3777946941921715,3857,20,-24,4,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0
212,19_-24_5,48.84183122880457,2.376444959482563,3798,19,-24,5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0
213,18_-24_6,48.841318512556455,2.375095224772954,3746,18,-24,6,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0
214,17_-24_7,48.84080579630832,2.373745490063345,3702,17,-24,7,1.0,0.0,1.0,0.0,4.0,0.0,0.0,6.0
215,16_-24_8,48.84029308006021,2.372395755353737,3666,16,-24,8,1.0,0.0,1.0,0.0,3.0,0.0,0.0,5.0
216,15_-24_9,48.8397803638121,2.3710460206441284,3637,15,-24,9,1.0,0.0,1.0,0.0,3.0,0.0,0.0,5.0
217,14_-24_10,48.83926764756397,2.36969628593452,3616,14,-24,10,1.0,0.0,1.0,0.0,3.0,0.0,0.0,5.0
218,13_-24_11,48.83875493131586,2.368346551224912,3604,13,-24,11,1.0,1.0,3.0,1.0,3.0,0.0,0.0,9.0
219,12_-24_12,48.83824221506774,2.3669968165153032,3600,12,-24,12,1.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0
220,11_-24_13,48.83772949881962,2.3656470818056943,3604,11,-24,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
221,10_-24_14,48.837216782571495,2.3642973470960857,3616,10,-24,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
222,9_-24_15,48.836704066323385,2.362947612386477,3637,9,-24,15,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0
223,8_-24_16,48.83619135007528,2.3615978776768687,3666,8,-24,16,1.0,3.0,0.0,1.0,2.0,0.0,0.0,7.0
224,7_-24_17,48.83567863382715,2.36024814296726,3702,7,-24,17,1.0,3.0,1.0,1.0,2.0,0.0,0.0,8.0
225,6_-24_18,48.83516591757903,2.3588984082576507,3746,6,-24,18,1.0,2.0,1.0,1.0,2.0,0.0,0.0,7.0
226,5_-24_19,48.83465320133091,2.3575486735480427,3798,5,-24,19,1.0,3.0,1.0,2.0,1.0,0.0,0.0,8.0
227,4_-24_20,48.83414048508279,2.356198938838434,3857,4,-24,20,1.0,4.0,5.0,5.0,2.0,1.0,0.0,18.0
228,3_-24_21,48.83362776883467,2.3548492041288256,3923,3,-24,21,1.0,4.0,5.0,5.0,2.0,1.0,0.0,18.0
229,2_-24_22,48.833115052586564,2.3534994694192166,3994,2,-24,22,1.0,5.0,6.0,6.0,2.0,1.0,0.0,21.0
230,1_-24_23,48.83260233633843,2.3521497347096085,4073,1,-24,23,1.0,5.0,6.0,5.0,2.0,1.0,0.0,20.0
231,0_-24_24,48.83208962009032,2.3508,4156,0,-24,24,1.0,1.0,1.0,2.0,0.0,0.0,0.0,5.0
232,-1_-24_25,48.83157690384221,2.3494502652903915,4246,-1,-24,25,1.0,2.0,1.0,1.0,0.0,0.0,0.0,5.0
233,-2_-24_26,48.83106418759409,2.3481005305807834,4340,-2,-24,26,1.0,2.0,1.0,2.0,0.0,0.0,0.0,6.0
234,-3_-24_27,48.830551471345956,2.3467507958711744,4439,-3,-24,27,1.0,1.0,1.0,2.0,0.0,0.0,0.0,5.0
235,-4_-24_28,48.830038755097846,2.345401061161566,4543,-4,-24,28,1.0,2.0,1.0,2.0,0.0,0.0,0.0,6.0
236,-5_-24_29,48.82952603884973,2.3440513264519574,4650,-5,-24,29,1.0,1.0,0.0,2.0,0.0,0.0,1.0,5.0
237,-6_-24_30,48.82901332260161,2.3427015917423493,4762,-6,-24,30,1.0,1.0,0.0,1.0,0.0,1.0,1.0,5.0
238,30_-23_-7,48.8484965400301,2.391292041288257,4708,30,-23,-7,1.0,4.0,6.0,4.0,1.0,1.0,0.0,17.0
239,29_-23_-6,48.847983823781995,2.3899423065786483,4592,29,-23,-6,1.0,2.0,5.0,3.0,2.0,0.0,0.0,13.0
240,28_-23_-5,48.847471107533856,2.38859257186904,4479,28,-23,-5,1.0,1.0,3.0,2.0,2.0,0.0,0.0,9.0
241,27_-23_-4,48.84695839128575,2.387242837159431,4371,27,-23,-4,1.0,1.0,0.0,4.0,2.0,1.0,0.0,9.0
242,26_-23_-3,48.84644567503763,2.3858931024498227,4267,26,-23,-3,1.0,2.0,3.0,4.0,2.0,1.0,0.0,13.0
243,25_-23_-2,48.84593295878951,2.3845433677402137,4167,25,-23,-2,1.0,4.0,4.0,6.0,1.0,2.0,0.0,18.0
244,24_-23_-1,48.84542024254139,2.3831936330306056,4073,24,-23,-1,1.0,4.0,6.0,4.0,1.0,2.0,0.0,18.0
245,23_-23_0,48.84490752629328,2.381843898320997,3983,23,-23,0,1.0,4.0,6.0,3.0,2.0,1.0,0.0,17.0
246,22_-23_1,48.84439481004516,2.3804941636113885,3899,22,-23,1,1.0,2.0,4.0,2.0,2.0,1.0,0.0,12.0
247,21_-23_2,48.843882093797035,2.37914442890178,3822,21,-23,2,1.0,0.0,3.0,6.0,1.0,0.0,2.0,13.0
248,20_-23_3,48.84336937754893,2.3777946941921715,3750,20,-23,3,1.0,0.0,1.0,7.0,1.0,0.0,2.0,12.0
249,19_-23_4,48.84285666130079,2.376444959482563,3686,19,-23,4,1.0,0.0,1.0,8.0,1.0,0.0,2.0,13.0
250,18_-23_5,48.84234394505268,2.375095224772954,3629,18,-23,5,1.0,0.0,1.0,3.0,1.0,0.0,1.0,7.0
251,17_-23_6,48.84183122880457,2.373745490063345,3579,17,-23,6,1.0,0.0,1.0,0.0,3.0,0.0,0.0,5.0
252,16_-23_7,48.841318512556455,2.372395755353737,3536,16,-23,7,1.0,0.0,0.0,0.0,6.0,0.0,0.0,7.0
253,15_-23_8,48.84080579630832,2.3710460206441284,3502,15,-23,8,1.0,0.0,1.0,0.0,5.0,0.0,0.0,7.0
254,14_-23_9,48.84029308006021,2.36969628593452,3477,14,-23,9,1.0,0.0,1.0,1.0,4.0,0.0,0.0,7.0
255,13_-23_10,48.8397803638121,2.368346551224912,3459,13,-23,10,1.0,0.0,1.0,1.0,3.0,0.0,0.0,6.0
256,12_-23_11,48.83926764756397,2.3669968165153032,3451,12,-23,11,1.0,0.0,1.0,1.0,2.0,0.0,0.0,5.0
257,11_-23_12,48.83875493131586,2.3656470818056943,3451,11,-23,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
258,10_-23_13,48.83824221506774,2.3642973470960857,3459,10,-23,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
259,9_-23_14,48.83772949881962,2.362947612386477,3477,9,-23,14,1.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0
260,8_-23_15,48.837216782571495,2.3615978776768687,3502,8,-23,15,1.0,3.0,2.0,0.0,1.0,0.0,0.0,7.0
261,7_-23_16,48.836704066323385,2.36024814296726,3536,7,-23,16,1.0,3.0,3.0,1.0,2.0,0.0,0.0,10.0
262,6_-23_17,48.83619135007528,2.3588984082576507,3579,6,-23,17,1.0,3.0,1.0,1.0,2.0,0.0,0.0,8.0
263,5_-23_18,48.83567863382715,2.3575486735480427,3629,5,-23,18,1.0,2.0,1.0,1.0,2.0,0.0,0.0,7.0
264,4_-23_19,48.83516591757903,2.356198938838434,3686,4,-23,19,1.0,3.0,4.0,4.0,2.0,1.0,0.0,15.0
265,3_-23_20,48.83465320133091,2.3548492041288256,3750,3,-23,20,1.0,4.0,6.0,5.0,2.0,1.0,0.0,19.0
266,2_-23_21,48.83414048508279,2.3534994694192166,3822,2,-23,21,1.0,4.0,7.0,5.0,2.0,1.0,0.0,20.0
267,1_-23_22,48.83362776883467,2.3521497347096085,3900,1,-23,22,1.0,5.0,7.0,3.0,2.0,1.0,0.0,19.0
268,0_-23_23,48.833115052586564,2.3508,3983,0,-23,23,1.0,2.0,2.0,1.0,2.0,1.0,0.0,9.0
269,-1_-23_24,48.83260233633843,2.3494502652903915,4073,-1,-23,24,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0
270,-2_-23_25,48.83208962009032,2.3481005305807834,4167,-2,-23,25,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0
271,-3_-23_26,48.83157690384221,2.3467507958711744,4267,-3,-23,26,1.0,1.0,1.0,2.0,0.0,0.0,0.0,5.0
272,-4_-23_27,48.83106418759409,2.345401061161566,4371,-4,-23,27,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0
273,-5_-23_28,48.830551471345956,2.3440513264519574,4479,-5,-23,28,1.0,0.0,2.0,3.0,0.0,0.0,1.0,7.0
274,-6_-23_29,48.830038755097846,2.3427015917423493,4592,-6,-23,29,1.0,0.0,2.0,3.0,0.0,0.0,1.0,7.0
275,-7_-23_30,48.82952603884973,2.3413518570327403,4708,-7,-23,30,1.0,0.0,1.0,2.0,0.0,0.0,1.0,5.0
276,30_-22_-8,48.84952197252634,2.391292041288257,4660,30,-22,-8,1.0,3.0,4.0,3.0,1.0,1.0,0.0,13.0
277,29_-22_-7,48.84900925627822,2.3899423065786483,4539,29,-22,-7,1.0,5.0,7.0,2.0,3.0,3.0,0.0,21.0
278,28_-22_-6,48.8484965400301,2.38859257186904,4422,28,-22,-6,1.0,4.0,4.0,3.0,3.0,4.0,0.0,19.0
279,27_-22_-5,48.847983823781995,2.387242837159431,4309,27,-22,-5,1.0,4.0,2.0,5.0,2.0,3.0,0.0,17.0
280,26_-22_-4,48.847471107533856,2.3858931024498227,4199,26,-22,-4,1.0,2.0,3.0,4.0,2.0,1.0,0.0,13.0
281,25_-22_-3,48.84695839128575,2.3845433677402137,4095,25,-22,-3,1.0,4.0,4.0,5.0,1.0,1.0,0.0,16.0
282,24_-22_-2,48.84644567503763,2.3831936330306056,3994,24,-22,-2,1.0,4.0,5.0,4.0,1.0,2.0,0.0,17.0
283,23_-22_-1,48.84593295878951,2.381843898320997,3900,23,-22,-1,1.0,5.0,6.0,3.0,1.0,1.0,0.0,17.0
284,22_-22_0,48.84542024254139,2.3804941636113885,3810,22,-22,0,1.0,5.0,5.0,2.0,2.0,1.0,0.0,16.0
285,21_-22_1,48.84490752629328,2.37914442890178,3726,21,-22,1,1.0,1.0,3.0,6.0,1.0,1.0,2.0,15.0
286,20_-22_2,48.84439481004516,2.3777946941921715,3649,20,-22,2,1.0,1.0,3.0,7.0,0.0,0.0,2.0,14.0
287,19_-22_3,48.843882093797035,2.376444959482563,3579,19,-22,3,1.0,0.0,2.0,12.0,1.0,0.0,2.0,18.0
288,18_-22_4,48.84336937754893,2.375095224772954,3515,18,-22,4,1.0,0.0,3.0,15.0,1.0,0.0,2.0,22.0
289,17_-22_5,48.84285666130079,2.373745490063345,3459,17,-22,5,1.0,0.0,3.0,9.0,4.0,0.0,0.0,17.0
290,16_-22_6,48.84234394505268,2.372395755353737,3411,16,-22,6,1.0,0.0,0.0,2.0,7.0,0.0,0.0,10.0
291,15_-22_7,48.84183122880457,2.3710460206441284,3371,15,-22,7,1.0,0.0,1.0,0.0,8.0,0.0,0.0,10.0
292,14_-22_8,48.841318512556455,2.36969628593452,3340,14,-22,8,1.0,0.0,1.0,3.0,8.0,0.0,0.0,13.0
293,13_-22_9,48.84080579630832,2.368346551224912,3318,13,-22,9,1.0,0.0,1.0,3.0,5.0,0.0,0.0,10.0
294,12_-22_10,48.84029308006021,2.3669968165153032,3304,12,-22,10,1.0,0.0,1.0,3.0,2.0,0.0,0.0,7.0
295,11_-22_11,48.8397803638121,2.3656470818056943,3299,11,-22,11,1.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0
296,10_-22_12,48.83926764756397,2.3642973470960857,3304,10,-22,12,1.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0
297,9_-22_13,48.83875493131586,2.362947612386477,3318,9,-22,13,1.0,3.0,3.0,0.0,0.0,0.0,0.0,7.0
298,8_-22_14,48.83824221506774,2.3615978776768687,3340,8,-22,14,1.0,2.0,2.0,0.0,1.0,1.0,0.0,7.0
299,7_-22_15,48.83772949881962,2.36024814296726,3371,7,-22,15,1.0,3.0,3.0,1.0,3.0,1.0,0.0,12.0
300,6_-22_16,48.837216782571495,2.3588984082576507,3411,6,-22,16,1.0,3.0,4.0,2.0,3.0,1.0,0.0,14.0
301,5_-22_17,48.836704066323385,2.3575486735480427,3459,5,-22,17,1.0,5.0,3.0,4.0,3.0,0.0,0.0,16.0
302,4_-22_18,48.83619135007528,2.356198938838434,3515,4,-22,18,1.0,5.0,2.0,2.0,2.0,0.0,0.0,12.0
303,3_-22_19,48.83567863382715,2.3548492041288256,3579,3,-22,19,1.0,5.0,9.0,3.0,1.0,1.0,0.0,20.0
304,2_-22_20,48.83516591757903,2.3534994694192166,3649,2,-22,20,1.0,5.0,8.0,4.0,2.0,1.0,0.0,21.0
305,1_-22_21,48.83465320133091,2.3521497347096085,3726,1,-22,21,1.0,5.0,7.0,3.0,3.0,1.0,0.0,20.0
306,0_-22_22,48.83414048508279,2.3508,3810,0,-22,22,1.0,1.0,4.0,2.0,3.0,1.0,0.0,12.0
307,-1_-22_23,48.83362776883467,2.3494502652903915,3900,-1,-22,23,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
308,-2_-22_24,48.833115052586564,2.3481005305807834,3994,-2,-22,24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
309,-3_-22_25,48.83260233633843,2.3467507958711744,4095,-3,-22,25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
310,-4_-22_26,48.83208962009032,2.345401061161566,4199,-4,-22,26,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0
311,-5_-22_27,48.83157690384221,2.3440513264519574,4309,-5,-22,27,1.0,1.0,2.0,3.0,0.0,1.0,0.0,8.0
312,-6_-22_28,48.83106418759409,2.3427015917423493,4422,-6,-22,28,1.0,0.0,2.0,3.0,1.0,0.0,1.0,8.0
313,-7_-22_29,48.830551471345956,2.3413518570327403,4539,-7,-22,29,1.0,0.0,1.0,3.0,1.0,0.0,1.0,7.0
314,-8_-22_30,48.830038755097846,2.340002122323132,4660,-8,-22,30,1.0,0.0,1.0,3.0,1.0,0.0,0.0,6.0
315,30_-21_-9,48.850547405022574,2.391292041288257,4618,30,-21,-9,1.0,2.0,4.0,2.0,2.0,1.0,0.0,12.0
316,29_-21_-8,48.850034688774464,2.3899423065786483,4493,29,-21,-8,1.0,6.0,5.0,3.0,4.0,4.0,0.0,23.0
317,28_-21_-7,48.84952197252634,2.38859257186904,4371,28,-21,-7,1.0,6.0,7.0,2.0,5.0,4.0,0.0,25.0
318,27_-21_-6,48.84900925627822,2.387242837159431,4253,27,-21,-6,1.0,7.0,7.0,3.0,5.0,5.0,0.0,28.0
319,26_-21_-5,48.8484965400301,2.3858931024498227,4138,26,-21,-5,1.0,5.0,7.0,5.0,5.0,5.0,0.0,28.0
320,25_-21_-4,48.847983823781995,2.3845433677402137,4028,25,-21,-4,1.0,3.0,7.0,5.0,2.0,1.0,0.0,19.0
321,24_-21_-3,48.847471107533856,2.3831936330306056,3923,24,-21,-3,1.0,3.0,4.0,2.0,0.0,1.0,0.0,11.0
322,23_-21_-2,48.84695839128575,2.381843898320997,3822,23,-21,-2,1.0,5.0,6.0,3.0,0.0,1.0,0.0,16.0
323,22_-21_-1,48.84644567503763,2.3804941636113885,3726,22,-21,-1,1.0,4.0,8.0,1.0,0.0,1.0,0.0,15.0
324,21_-21_0,48.84593295878951,2.37914442890178,3637,21,-21,0,1.0,3.0,5.0,2.0,0.0,0.0,0.0,11.0
325,20_-21_1,48.84542024254139,2.3777946941921715,3553,20,-21,1,1.0,2.0,4.0,9.0,0.0,0.0,2.0,18.0
326,19_-21_2,48.84490752629328,2.376444959482563,3477,19,-21,2,1.0,1.0,3.0,14.0,0.0,0.0,2.0,21.0
327,18_-21_3,48.84439481004516,2.375095224772954,3407,18,-21,3,1.0,0.0,3.0,16.0,0.0,0.0,2.0,22.0
328,17_-21_4,48.843882093797035,2.373745490063345,3345,17,-21,4,1.0,0.0,3.0,16.0,1.0,0.0,2.0,23.0
329,16_-21_5,48.84336937754893,2.372395755353737,3290,16,-21,5,1.0,0.0,4.0,10.0,5.0,0.0,0.0,20.0
330,15_-21_6,48.84285666130079,2.3710460206441284,3244,15,-21,6,1.0,0.0,2.0,4.0,8.0,0.0,0.0,15.0
331,14_-21_7,48.84234394505268,2.36969628593452,3207,14,-21,7,1.0,0.0,1.0,3.0,8.0,0.0,0.0,13.0
332,13_-21_8,48.84183122880457,2.368346551224912,3179,13,-21,8,1.0,0.0,2.0,3.0,8.0,0.0,0.0,14.0
333,12_-21_9,48.841318512556455,2.3669968165153032,3160,12,-21,9,1.0,0.0,1.0,3.0,3.0,0.0,0.0,8.0
334,11_-21_10,48.84080579630832,2.3656470818056943,3151,11,-21,10,1.0,2.0,5.0,4.0,0.0,0.0,0.0,12.0
335,10_-21_11,48.84029308006021,2.3642973470960857,3151,10,-21,11,1.0,2.0,3.0,2.0,0.0,0.0,0.0,8.0
336,9_-21_12,48.8397803638121,2.362947612386477,3160,9,-21,12,1.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0
337,8_-21_13,48.83926764756397,2.3615978776768687,3179,8,-21,13,1.0,2.0,1.0,0.0,0.0,1.0,0.0,5.0
338,7_-21_14,48.83875493131586,2.36024814296726,3207,7,-21,14,1.0,2.0,1.0,0.0,0.0,1.0,0.0,5.0
339,6_-21_15,48.83824221506774,2.3588984082576507,3244,6,-21,15,1.0,3.0,6.0,2.0,3.0,1.0,0.0,16.0
340,5_-21_16,48.83772949881962,2.3575486735480427,3290,5,-21,16,1.0,6.0,7.0,3.0,3.0,1.0,0.0,21.0
341,4_-21_17,48.837216782571495,2.356198938838434,3345,4,-21,17,1.0,5.0,5.0,3.0,3.0,0.0,0.0,17.0
342,3_-21_18,48.836704066323385,2.3548492041288256,3407,3,-21,18,1.0,5.0,6.0,4.0,0.0,0.0,0.0,16.0
343,2_-21_19,48.83619135007528,2.3534994694192166,3477,2,-21,19,1.0,6.0,7.0,3.0,0.0,1.0,0.0,18.0
344,1_-21_20,48.83567863382715,2.3521497347096085,3553,1,-21,20,1.0,3.0,7.0,3.0,1.0,1.0,0.0,16.0
345,0_-21_21,48.83516591757903,2.3508,3637,0,-21,21,1.0,3.0,8.0,2.0,1.0,0.0,0.0,15.0
346,-1_-21_22,48.83465320133091,2.3494502652903915,3726,-1,-21,22,1.0,2.0,5.0,0.0,1.0,0.0,0.0,9.0
347,-2_-21_23,48.83414048508279,2.3481005305807834,3822,-2,-21,23,1.0,2.0,2.0,0.0,1.0,0.0,0.0,6.0
348,-3_-21_24,48.83362776883467,2.3467507958711744,3923,-3,-21,24,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0
349,-4_-21_25,48.833115052586564,2.345401061161566,4028,-4,-21,25,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5.0
350,-5_-21_26,48.83260233633843,2.3440513264519574,4138,-5,-21,26,1.0,1.0,2.0,3.0,0.0,1.0,0.0,8.0
351,-6_-21_27,48.83208962009032,2.3427015917423493,4253,-6,-21,27,1.0,0.0,2.0,3.0,1.0,1.0,0.0,8.0
352,-7_-21_28,48.83157690384221,2.3413518570327403,4371,-7,-21,28,1.0,0.0,2.0,4.0,1.0,0.0,0.0,8.0
353,-8_-21_29,48.83106418759409,2.340002122323132,4493,-8,-21,29,1.0,0.0,2.0,1.0,1.0,0.0,0.0,5.0
354,-9_-21_30,48.830551471345956,2.338652387613523,4618,-9,-21,30,1.0,0.0,2.0,1.0,1.0,0.0,0.0,5.0
355,30_-20_-10,48.851572837518816,2.391292041288257,4582,30,-20,-10,1.0,4.0,2.0,5.0,2.0,2.0,0.0,16.0
356,29_-20_-9,48.85106012127071,2.3899423065786483,4453,29,-20,-9,1.0,4.0,6.0,4.0,3.0,3.0,0.0,21.0
357,28_-20_-8,48.850547405022574,2.38859257186904,4326,28,-20,-8,1.0,6.0,7.0,4.0,3.0,5.0,0.0,26.0
358,27_-20_-7,48.850034688774464,2.387242837159431,4203,27,-20,-7,1.0,8.0,9.0,2.0,6.0,5.0,0.0,31.0
359,26_-20_-6,48.84952197252634,2.3858931024498227,4084,26,-20,-6,1.0,3.0,3.0,1.0,0.0,1.0,0.0,9.0
360,25_-20_-5,48.84900925627822,2.3845433677402137,3968,25,-20,-5,1.0,3.0,2.0,1.0,0.0,1.0,0.0,8.0
361,24_-20_-4,48.8484965400301,2.3831936330306056,3857,24,-20,-4,1.0,1.0,2.0,1.0,1.0,0.0,0.0,6.0
362,23_-20_-3,48.847983823781995,2.381843898320997,3750,23,-20,-3,1.0,2.0,5.0,2.0,1.0,1.0,0.0,12.0
363,22_-20_-2,48.847471107533856,2.3804941636113885,3649,22,-20,-2,1.0,4.0,8.0,0.0,1.0,1.0,0.0,15.0
364,21_-20_-1,48.84695839128575,2.37914442890178,3553,21,-20,-1,1.0,3.0,9.0,1.0,1.0,0.0,0.0,15.0
365,20_-20_0,48.84644567503763,2.3777946941921715,3464,20,-20,0,1.0,2.0,7.0,7.0,1.0,0.0,1.0,19.0
366,19_-20_1,48.84593295878951,2.376444959482563,3380,19,-20,1,1.0,3.0,6.0,12.0,1.0,0.0,3.0,26.0
367,18_-20_2,48.84542024254139,2.375095224772954,3304,18,-20,2,1.0,1.0,5.0,16.0,2.0,0.0,3.0,28.0
368,17_-20_3,48.84490752629328,2.373745490063345,3235,17,-20,3,1.0,1.0,6.0,18.0,2.0,0.0,3.0,31.0
369,16_-20_4,48.84439481004516,2.372395755353737,3174,16,-20,4,1.0,2.0,6.0,12.0,5.0,0.0,0.0,26.0
370,15_-20_5,48.843882093797035,2.3710460206441284,3122,15,-20,5,1.0,1.0,5.0,10.0,5.0,0.0,0.0,22.0
371,14_-20_6,48.84336937754893,2.36969628593452,3078,14,-20,6,1.0,1.0,3.0,5.0,8.0,0.0,0.0,18.0
372,13_-20_7,48.84285666130079,2.368346551224912,3044,13,-20,7,1.0,0.0,1.0,3.0,8.0,0.0,0.0,13.0
373,12_-20_8,48.84234394505268,2.3669968165153032,3019,12,-20,8,1.0,0.0,3.0,3.0,6.0,0.0,0.0,13.0
374,11_-20_9,48.84183122880457,2.3656470818056943,3004,11,-20,9,1.0,1.0,3.0,4.0,3.0,0.0,0.0,12.0
375,10_-20_10,48.841318512556455,2.3642973470960857,3000,10,-20,10,1.0,3.0,5.0,4.0,1.0,0.0,0.0,14.0
376,9_-20_11,48.84080579630832,2.362947612386477,3004,9,-20,11,1.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0
377,8_-20_12,48.84029308006021,2.3615978776768687,3019,8,-20,12,1.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0
378,7_-20_13,48.8397803638121,2.36024814296726,3044,7,-20,13,1.0,2.0,1.0,0.0,0.0,1.0,0.0,5.0
379,6_-20_14,48.83926764756397,2.3588984082576507,3078,6,-20,14,1.0,1.0,3.0,1.0,0.0,1.0,0.0,7.0
380,5_-20_15,48.83875493131586,2.3575486735480427,3122,5,-20,15,1.0,3.0,6.0,3.0,1.0,1.0,0.0,15.0
381,4_-20_16,48.83824221506774,2.356198938838434,3174,4,-20,16,1.0,4.0,7.0,3.0,1.0,1.0,0.0,17.0
382,3_-20_17,48.83772949881962,2.3548492041288256,3235,3,-20,17,1.0,5.0,10.0,3.0,1.0,0.0,0.0,20.0
383,2_-20_18,48.837216782571495,2.3534994694192166,3304,2,-20,18,1.0,7.0,9.0,4.0,1.0,0.0,0.0,22.0
384,1_-20_19,48.836704066323385,2.3521497347096085,3380,1,-20,19,1.0,7.0,9.0,3.0,2.0,0.0,0.0,22.0
385,0_-20_20,48.83619135007528,2.3508,3464,0,-20,20,1.0,3.0,9.0,2.0,2.0,0.0,0.0,17.0
386,-1_-20_21,48.83567863382715,2.3494502652903915,3553,-1,-20,21,1.0,4.0,8.0,3.0,1.0,1.0,0.0,18.0
387,-2_-20_22,48.83516591757903,2.3481005305807834,3649,-2,-20,22,1.0,3.0,2.0,1.0,1.0,1.0,0.0,9.0
388,-3_-20_23,48.83465320133091,2.3467507958711744,3750,-3,-20,23,1.0,1.0,2.0,0.0,0.0,1.0,0.0,5.0
389,-4_-20_24,48.83414048508279,2.345401061161566,3857,-4,-20,24,1.0,2.0,1.0,0.0,0.0,1.0,0.0,5.0
390,-5_-20_25,48.83362776883467,2.3440513264519574,3968,-5,-20,25,1.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0
391,-6_-20_26,48.833115052586564,2.3427015917423493,4084,-6,-20,26,1.0,0.0,2.0,2.0,1.0,1.0,0.0,7.0
392,-7_-20_27,48.83260233633843,2.3413518570327403,4203,-7,-20,27,1.0,0.0,2.0,3.0,1.0,1.0,0.0,8.0
393,-8_-20_28,48.83208962009032,2.340002122323132,4326,-8,-20,28,1.0,0.0,2.0,4.0,1.0,0.0,0.0,8.0
394,-9_-20_29,48.83157690384221,2.338652387613523,4453,-9,-20,29,1.0,0.0,2.0,2.0,1.0,0.0,0.0,6.0
395,-10_-20_30,48.83106418759409,2.3373026529039143,4582,-10,-20,30,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0
396,30_-19_-11,48.85259827001505,2.391292041288257,4553,30,-19,-11,1.0,0.0,2.0,2.0,2.0,0.0,0.0,7.0
397,29_-19_-10,48.852085553766926,2.3899423065786483,4419,29,-19,-10,1.0,3.0,3.0,3.0,3.0,1.0,0.0,14.0
398,28_-19_-9,48.851572837518816,2.38859257186904,4288,28,-19,-9,1.0,6.0,5.0,3.0,4.0,4.0,0.0,23.0
399,27_-19_-8,48.85106012127071,2.387242837159431,4160,27,-19,-8,1.0,8.0,12.0,7.0,5.0,6.0,1.0,40.0
400,26_-19_-7,48.850547405022574,2.3858931024498227,4036,26,-19,-7,1.0,4.0,5.0,2.0,0.0,2.0,0.0,14.0
401,25_-19_-6,48.850034688774464,2.3845433677402137,3915,25,-19,-6,1.0,3.0,4.0,2.0,1.0,3.0,0.0,14.0
402,24_-19_-5,48.84952197252634,2.3831936330306056,3798,24,-19,-5,1.0,2.0,3.0,2.0,2.0,1.0,0.0,11.0
403,23_-19_-4,48.84900925627822,2.381843898320997,3686,23,-19,-4,1.0,1.0,2.0,1.0,2.0,2.0,0.0,9.0
404,22_-19_-3,48.8484965400301,2.3804941636113885,3579,22,-19,-3,1.0,3.0,11.0,6.0,8.0,3.0,0.0,32.0
405,21_-19_-2,48.847983823781995,2.37914442890178,3477,21,-19,-2,1.0,4.0,10.0,4.0,5.0,2.0,0.0,26.0
406,20_-19_-1,48.847471107533856,2.3777946941921715,3380,20,-19,-1,1.0,2.0,10.0,2.0,6.0,0.0,0.0,21.0
407,19_-19_0,48.84695839128575,2.376444959482563,3290,19,-19,0,1.0,4.0,9.0,4.0,5.0,1.0,1.0,25.0
408,18_-19_1,48.84644567503763,2.375095224772954,3207,18,-19,1,1.0,3.0,9.0,14.0,3.0,1.0,3.0,34.0
